,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
2740,2021-02-20,22000459,Final,1610612766,1610612744,2020,1610612766,102.0,0.493,0.889,0.5,23.0,44.0,1610612744,100.0,0.435,0.765,0.3329999999999999,23.0,39.0,1,119.7,117.7,0.257,0.361,0
2745,2021-02-19,22000449,Final,1610612753,1610612744,2020,1610612753,124.0,0.489,0.8240000000000001,0.419,30.0,51.0,1610612744,120.0,0.474,0.6,0.452,37.0,45.0,1,119.5,103.7,0.257,0.424,0
2765,2021-02-17,22000443,Final,1610612744,1610612748,2020,1610612744,120.0,0.4529999999999999,0.762,0.346,32.0,46.0,1610612748,112.0,0.4539999999999999,0.917,0.361,28.0,49.0,1,116.8,107.3,0.257,0.727,1
2777,2021-02-15,22000424,Final,1610612744,1610612739,2020,1610612744,129.0,0.523,0.952,0.4589999999999999,34.0,39.0,1610612739,98.0,0.389,0.8,0.267,19.0,49.0,1,116.2,101.7,0.257,0.303,1
2793,2021-02-13,22000409,Final,1610612744,1610612751,2020,1610612744,117.0,0.489,0.8,0.265,25.0,37.0,1610612751,134.0,0.5379999999999999,0.9,0.41,35.0,45.0,0,117.5,121.5,0.257,0.5,0
2809,2021-02-11,22000393,Final,1610612744,1610612753,2020,1610612744,111.0,0.466,0.75,0.4,29.0,46.0,1610612753,105.0,0.392,0.778,0.455,19.0,49.0,1,117.2,105.8,0.257,0.424,1
2823,2021-02-09,22000378,Final,1610612759,1610612744,2020,1610612759,91.0,0.3720000000000001,0.905,0.3329999999999999,20.0,45.0,1610612744,114.0,0.462,0.684,0.425,26.0,50.0,0,116.2,110.7,0.257,0.438,1
2831,2021-02-08,22000371,Final,1610612759,1610612744,2020,1610612759,105.0,0.406,0.8420000000000001,0.355,24.0,46.0,1610612744,100.0,0.442,0.733,0.351,29.0,49.0,1,118.3,112.7,0.257,0.438,0
2848,2021-02-06,22000360,Final,1610612742,1610612744,2020,1610612742,134.0,0.4579999999999999,0.833,0.447,27.0,47.0,1610612744,132.0,0.535,0.87,0.444,27.0,40.0,1,116.6,112.3,0.257,0.636,0
2861,2021-02-04,22000339,Final,1610612742,1610612744,2020,1610612742,116.0,0.413,0.87,0.4,26.0,42.0,1610612744,147.0,0.573,0.852,0.512,37.0,45.0,0,112.3,110.0,0.257,0.636,1
2880,2021-02-02,22000326,Final,1610612744,1610612738,2020,1610612744,107.0,0.4579999999999999,0.696,0.405,30.0,36.0,1610612738,111.0,0.4639999999999999,0.741,0.382,16.0,51.0,0,111.1,110.2,0.257,0.742,0
2903,2021-01-30,22000305,Final,1610612744,1610612765,2020,1610612744,118.0,0.528,0.7,0.472,34.0,47.0,1610612765,91.0,0.377,0.75,0.25,17.0,38.0,1,109.9,107.4,0.257,0.353,1
2917,2021-01-28,22000286,Final,1610612756,1610612744,2020,1610612756,114.0,0.466,0.913,0.344,34.0,57.0,1610612744,93.0,0.384,0.75,0.289,21.0,48.0,1,112.1,111.5,0.257,0.394,0
2929,2021-01-27,22000283,Final,1610612744,1610612750,2020,1610612744,123.0,0.529,0.7829999999999999,0.441,32.0,46.0,1610612750,111.0,0.425,0.6970000000000001,0.389,23.0,39.0,1,109.9,107.7,0.257,0.375,1
2940,2021-01-25,22000266,Final,1610612744,1610612750,2020,1610612744,130.0,0.494,0.757,0.467,21.0,46.0,1610612750,108.0,0.415,0.88,0.3329999999999999,26.0,47.0,1,110.6,107.8,0.257,0.375,1
2952,2021-01-23,22000242,Final,1610612762,1610612744,2020,1610612762,127.0,0.479,0.773,0.4,28.0,57.0,1610612744,108.0,0.452,0.667,0.359,30.0,35.0,1,113.5,114.2,0.257,0.636,0
2969,2021-01-21,22000228,Final,1610612744,1610612752,2020,1610612744,104.0,0.384,0.7440000000000001,0.237,27.0,46.0,1610612752,119.0,0.4629999999999999,0.78,0.4579999999999999,24.0,55.0,0,112.9,100.5,0.257,0.273,0
2977,2021-01-20,22000223,Final,1610612744,1610612759,2020,1610612744,121.0,0.505,0.7,0.395,31.0,54.0,1610612759,99.0,0.3720000000000001,0.8059999999999999,0.121,17.0,43.0,1,112.4,110.4,0.257,0.438,1
2989,2021-01-18,22000212,Final,1610612747,1610612744,2020,1610612747,113.0,0.482,0.727,0.31,23.0,50.0,1610612744,115.0,0.506,0.75,0.324,31.0,32.0,0,113.8,113.5,0.257,0.7879999999999999,1
3011,2021-01-14,22000177,Final,1610612743,1610612744,2020,1610612743,114.0,0.456,0.778,0.297,29.0,50.0,1610612744,104.0,0.469,0.708,0.379,29.0,43.0,1,116.3,114.5,0.257,0.6970000000000001,0
3025,2021-01-12,22000163,Final,1610612744,1610612754,2020,1610612744,95.0,0.382,0.636,0.342,25.0,46.0,1610612754,104.0,0.4429999999999999,0.68,0.321,26.0,50.0,0,116.7,114.4,0.257,0.647,0
3039,2021-01-10,22000148,Final,1610612744,1610612761,2020,1610612744,106.0,0.409,0.895,0.283,30.0,51.0,1610612761,105.0,0.406,0.636,0.342,20.0,48.0,1,116.0,110.2,0.257,0.6759999999999999,1
3055,2021-01-08,22000130,Final,1610612744,1610612746,2020,1610612744,115.0,0.488,0.833,0.488,25.0,38.0,1610612746,105.0,0.482,0.846,0.452,23.0,37.0,1,114.4,109.5,0.257,0.6859999999999999,1
3072,2021-01-06,22000116,Final,1610612744,1610612746,2020,1610612744,101.0,0.4529999999999999,0.789,0.267,25.0,35.0,1610612746,108.0,0.444,1.0,0.324,19.0,48.0,0,115.6,109.2,0.257,0.6859999999999999,0
3087,2021-01-04,22000101,Final,1610612744,1610612758,2020,1610612744,137.0,0.526,0.857,0.535,41.0,48.0,1610612758,106.0,0.3779999999999999,0.718,0.286,20.0,52.0,1,113.2,112.3,0.257,0.353,1
3095,2021-01-03,22000092,Final,1610612744,1610612757,2020,1610612744,137.0,0.557,0.765,0.382,23.0,53.0,1610612757,122.0,0.418,0.7879999999999999,0.326,16.0,40.0,1,110.2,111.7,0.257,0.412,1
3119,2020-12-27,22000038,Final,1610612741,1610612744,2020,1610612741,128.0,0.512,0.742,0.415,27.0,54.0,1610612744,129.0,0.4039999999999999,0.9,0.3829999999999999,25.0,41.0,0,108.4,106.8,0.257,0.382,1
3125,2020-12-25,22000006,Final,1610612749,1610612744,2020,1610612749,138.0,0.556,0.6920000000000001,0.556,25.0,60.0,1610612744,99.0,0.3429999999999999,0.84,0.222,14.0,43.0,1,111.1,109.6,0.257,0.857,0
3147,2020-12-17,12000038,Final,1610612758,1610612744,2020,1610612758,105.0,0.3720000000000001,0.757,0.233,22.0,51.0,1610612744,113.0,0.424,0.833,0.465,20.0,54.0,0,107.9,116.9,0.257,0.353,1
3155,2020-12-15,12000027,Final,1610612758,1610612744,2020,1610612758,114.0,0.467,0.5770000000000001,0.357,23.0,49.0,1610612744,113.0,0.4270000000000001,0.621,0.302,28.0,53.0,1,106.7,117.5,0.257,0.353,0
3173,2020-12-12,12000011,Final,1610612744,1610612743,2020,1610612744,107.0,0.438,0.743,0.275,25.0,39.0,1610612743,105.0,0.43,0.72,0.28,20.0,48.0,1,106.5,106.4,0.257,0.6970000000000001,1
3396,2020-03-10,21900967,Final,1610612744,1610612746,2019,1610612744,107.0,0.468,0.815,0.289,25.0,35.0,1610612746,131.0,0.5,1.0,0.455,28.0,47.0,0,106.4,116.5,0.6579999999999999,0.583,0
3416,2020-03-07,21900944,Final,1610612744,1610612755,2019,1610612744,118.0,0.55,0.75,0.36,30.0,35.0,1610612755,114.0,0.488,0.8640000000000001,0.382,29.0,41.0,1,104.7,113.8,0.6579999999999999,0.622,1
3431,2020-03-05,21900929,Final,1610612744,1610612761,2019,1610612744,113.0,0.408,0.76,0.269,34.0,52.0,1610612761,121.0,0.476,0.903,0.317,28.0,39.0,0,105.4,114.1,0.6579999999999999,0.711,0
3445,2020-03-03,21900913,Final,1610612743,1610612744,2019,1610612743,100.0,0.448,0.731,0.15,22.0,53.0,1610612744,116.0,0.512,0.636,0.439,31.0,35.0,0,102.6,116.5,0.6579999999999999,0.6759999999999999,1
3462,2020-03-01,21900901,Final,1610612744,1610612764,2019,1610612744,110.0,0.472,0.708,0.321,25.0,52.0,1610612764,124.0,0.488,0.889,0.667,24.0,34.0,0,104.1,116.3,0.6579999999999999,0.3779999999999999,0
3470,2020-02-29,21900894,Final,1610612756,1610612744,2019,1610612756,99.0,0.41,0.826,0.414,24.0,40.0,1610612744,115.0,0.471,0.75,0.3,30.0,49.0,0,105.7,110.2,0.6579999999999999,0.237,1
3484,2020-02-27,21900876,Final,1610612744,1610612747,2019,1610612744,86.0,0.425,0.9,0.281,27.0,37.0,1610612747,116.0,0.511,0.667,0.3329999999999999,24.0,44.0,0,107.5,120.7,0.6579999999999999,0.568,0
3500,2020-02-25,21900863,Final,1610612744,1610612758,2019,1610612744,94.0,0.4429999999999999,0.833,0.143,21.0,34.0,1610612758,112.0,0.526,0.5589999999999999,0.433,25.0,40.0,0,108.5,114.0,0.6579999999999999,0.528,0
3514,2020-02-23,21900847,Final,1610612744,1610612740,2019,1610612744,101.0,0.435,0.667,0.314,28.0,48.0,1610612740,115.0,0.469,0.462,0.405,34.0,52.0,0,110.2,123.7,0.6579999999999999,0.447,0
3537,2020-02-20,21900825,Final,1610612744,1610612745,2019,1610612744,105.0,0.494,0.833,0.212,26.0,40.0,1610612745,135.0,0.529,0.909,0.51,31.0,36.0,0,109.3,115.9,0.6579999999999999,0.583,0
3548,2020-02-12,21900815,Final,1610612756,1610612744,2019,1610612756,112.0,0.462,0.933,0.3779999999999999,25.0,40.0,1610612744,106.0,0.506,0.895,0.355,27.0,38.0,1,111.1,110.0,0.6579999999999999,0.237,0
3563,2020-02-10,21900800,Final,1610612744,1610612748,2019,1610612744,101.0,0.39,0.882,0.324,23.0,40.0,1610612748,113.0,0.494,0.7140000000000001,0.364,36.0,45.0,0,111.9,113.9,0.6579999999999999,0.486,0
3578,2020-02-08,21900783,Final,1610612744,1610612747,2019,1610612744,120.0,0.517,0.652,0.406,31.0,33.0,1610612747,125.0,0.524,0.735,0.483,29.0,47.0,0,113.0,115.6,0.6579999999999999,0.568,0
3596,2020-02-05,21900757,Final,1610612751,1610612744,2019,1610612751,129.0,0.51,0.867,0.412,29.0,65.0,1610612744,88.0,0.365,0.722,0.128,20.0,34.0,1,113.9,112.9,0.6579999999999999,0.447,0
3610,2020-02-03,21900744,Final,1610612764,1610612744,2019,1610612764,117.0,0.506,0.828,0.409,28.0,35.0,1610612744,125.0,0.494,0.774,0.5,31.0,44.0,0,111.6,119.0,0.6579999999999999,0.3779999999999999,1
3624,2020-02-01,21900730,Final,1610612739,1610612744,2019,1610612739,112.0,0.4320000000000001,1.0,0.364,26.0,46.0,1610612744,131.0,0.5329999999999999,0.895,0.514,39.0,44.0,0,108.5,106.6,0.6579999999999999,0.216,1
3641,2020-01-30,21900717,Final,1610612738,1610612744,2019,1610612738,119.0,0.477,0.909,0.429,27.0,51.0,1610612744,104.0,0.429,0.867,0.308,24.0,30.0,1,107.9,118.2,0.6579999999999999,0.583,0
3651,2020-01-28,21900702,Final,1610612755,1610612744,2019,1610612755,115.0,0.512,0.769,0.344,28.0,44.0,1610612744,104.0,0.425,0.7140000000000001,0.375,29.0,40.0,1,107.3,104.2,0.6579999999999999,0.622,0
3687,2020-01-24,21900679,Final,1610612744,1610612754,2019,1610612744,118.0,0.488,0.826,0.487,31.0,38.0,1610612754,129.0,0.575,0.923,0.607,35.0,36.0,0,105.9,108.6,0.6579999999999999,0.6759999999999999,0
3702,2020-01-22,21900665,Final,1610612744,1610612762,2019,1610612744,96.0,0.3979999999999999,0.833,0.261,20.0,37.0,1610612762,129.0,0.5379999999999999,0.522,0.425,31.0,56.0,0,104.7,119.4,0.6579999999999999,0.486,0
3717,2020-01-20,21900652,Final,1610612757,1610612744,2019,1610612757,129.0,0.44,0.9,0.318,21.0,54.0,1610612744,124.0,0.414,0.8640000000000001,0.25,30.0,60.0,1,103.6,108.0,0.6579999999999999,0.568,0
3728,2020-01-18,21900634,Final,1610612744,1610612753,2019,1610612744,109.0,0.457,1.0,0.3,25.0,44.0,1610612753,95.0,0.4529999999999999,0.615,0.29,21.0,46.0,1,104.8,106.2,0.6579999999999999,0.444,1
3741,2020-01-16,21900617,Final,1610612744,1610612743,2019,1610612744,131.0,0.442,0.871,0.444,36.0,42.0,1610612743,134.0,0.47,0.885,0.486,31.0,56.0,0,102.2,112.8,0.6579999999999999,0.6759999999999999,0
